time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
2.134,1598.33,347.116,77.7471,0.213024,0.0100472,74.9987
2.145,1604.78,347.126,77.7946,0.214748,0.0100478,74.9986
2.156,1611.24,347.136,77.8416,0.216478,0.0100483,74.9986
2.167,1617.69,347.146,77.8884,0.218216,0.0100489,74.9986
2.178,1624.14,347.157,77.9347,0.21996,0.0100495,74.9986
2.189,1630.6,347.167,77.9807,0.221711,0.0100501,74.9986
2.2,1637.05,347.177,78.0264,0.22347,0.0100507,74.9986
2.211,1643.5,347.188,78.0717,0.225235,0.0100513,74.9986
2.222,1649.95,347.198,78.1167,0.227007,0.010052,74.9986
2.233,1656.41,347.209,78.1613,0.228786,0.0100526,74.9986
2.244,1662.86,347.22,78.2056,0.230572,0.0100532,74.9986
2.255,1669.31,347.231,78.2496,0.232365,0.0100538,74.9986
2.266,1675.77,347.242,78.2932,0.234165,0.0100545,74.9986
2.277,1682.22,347.253,78.3365,0.235972,0.0100551,74.9986
2.288,1688.67,347.264,78.3795,0.237786,0.0100557,74.9986
2.299,1695.12,347.275,78.4222,0.239606,0.0100564,74.9985
2.31,1701.58,347.286,78.4646,0.241434,0.010057,74.9985
2.321,1708.03,347.298,78.5066,0.243269,0.0100577,74.9985
2.332,1714.48,347.309,78.5484,0.24511,0.0100584,74.9985
2.343,1720.94,347.321,78.5898,0.246959,0.010059,74.9985
2.354,1727.39,347.332,78.6309,0.248814,0.0100597,74.9985
2.365,1733.84,347.344,78.6718,0.250677,0.0100604,74.9985
2.376,1740.29,347.356,78.7123,0.252546,0.0100611,74.9985
2.387,1746.75,347.368,78.7526,0.254422,0.0100618,74.9985
2.398,1753.2,347.38,78.7926,0.256305,0.0100624,74.9985
2.409,1759.65,347.392,78.8322,0.258196,0.0100631,74.9985
2.42,1766.1,347.404,78.8716,0.260093,0.0100639,74.9985
2.431,1772.56,347.416,78.9108,0.261997,0.0100646,74.9985
2.442,1779.01,347.428,78.9496,0.263908,0.0100653,74.9985
2.453,1785.46,347.441,78.9882,0.265826,0.010066,74.9985
2.464,1791.92,347.453,79.0265,0.26775,0.0100667,74.9984
2.475,1798.37,347.466,79.0645,0.269682,0.0100674,74.9984
2.486,1804.82,347.479,79.1023,0.271621,0.0100682,74.9984
2.497,1811.27,347.491,79.1398,0.273567,0.0100689,74.9984
2.508,1817.73,347.504,79.1771,0.275519,0.0100697,74.9984
2.519,1824.18,347.517,79.214,0.277479,0.0100704,74.9984
2.53,1830.63,347.53,79.2508,0.279445,0.0100712,74.9984
2.541,1837.08,347.543,79.2873,0.281419,0.0100719,74.9984
2.552,1843.54,347.557,79.3235,0.283399,0.0100727,74.9984
2.563,1849.99,347.57,79.3595,0.285387,0.0100735,74.9984
2.574,1856.44,347.583,79.3952,0.287381,0.0100743,74.9984
2.585,1862.89,347.597,79.4307,0.289382,0.010075,74.9984
2.596,1869.35,347.61,79.466,0.29139,0.0100758,74.9984
2.607,1875.8,347.624,79.501,0.293405,0.0100766,74.9984
2.618,1882.25,347.638,79.5358,0.295427,0.0100774,74.9983
2.629,1888.7,347.652,79.5704,0.297456,0.0100782,74.9983
2.64,1895.16,347.666,79.6047,0.299492,0.010079,74.9983
2.651,1901.61,347.68,79.6388,0.301535,0.0100799,74.9983
2.662,1908.06,347.694,79.6727,0.303585,0.0100807,74.9983
2.673,1914.51,347.708,79.7063,0.305642,0.0100815,74.9983
2.684,1920.97,347.723,79.7397,0.307705,0.0100823,74.9983
2.695,1927.42,347.737,79.7729,0.309776,0.0100832,74.9983
2.706,1933.87,347.752,79.8059,0.311853,0.010084,74.9983
2.717,1940.32,347.766,79.8387,0.313938,0.0100849,74.9983
2.728,1946.78,347.781,79.8713,0.316029,0.0100857,74.9983
2.739,1953.23,347.796,79.9036,0.318128,0.0100866,74.9983
