x,relative_density,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV
13014,0.0190157,4302.52,60512.1,4.067,1.47892,292.538
13015,0.0178971,4301.68,60512.1,4.06619,1.47834,292.539
13016,0.0190157,4300.78,60512.2,4.06534,1.47772,292.539
13017,0.0178971,4299.93,60512.2,4.06454,1.47714,292.54
13018,0.0190157,4299.03,60512.3,4.06369,1.47652,292.541
13019,0.0178971,4298.18,60512.4,4.06288,1.47594,292.541
13020,0.0190157,4297.28,60512.4,4.06203,1.47532,292.542
13021,0.0178971,4296.44,60512.5,4.06123,1.47474,292.542
13022,0.0190157,4295.54,60512.6,4.06038,1.47412,292.543
13023,0.0178971,4294.69,60512.6,4.05958,1.47354,292.544
13024,0.0190157,4293.79,60512.7,4.05873,1.47292,292.544
13025,0.0178971,4292.95,60512.7,4.05793,1.47234,292.545
13026,0.0190157,4292.05,60512.8,4.05708,1.47173,292.545
13027,0.0178971,4291.2,60512.9,4.05628,1.47115,292.546
13028,0.0190157,4290.3,60512.9,4.05543,1.47053,292.547
13029,0.0178971,4289.46,60513,4.05463,1.46995,292.547
13030,0.0190157,4288.56,60513.1,4.05378,1.46934,292.548
13031,0.0190157,4287.66,60513.1,4.05293,1.46872,292.548
13032,0.0178971,4286.82,60513.2,4.05213,1.46815,292.549
13033,0.0190157,4285.92,60513.2,4.05128,1.46753,292.55
13034,0.0178971,4285.08,60513.3,4.05048,1.46695,292.55
13035,0.0190157,4284.18,60513.4,4.04963,1.46634,292.551
13036,0.0178971,4283.34,60513.4,4.04883,1.46576,292.551
13037,0.0190157,4282.44,60513.5,4.04798,1.46515,292.552
13038,0.0178971,4281.6,60513.5,4.04718,1.46457,292.553
13039,0.0190157,4280.7,60513.6,4.04633,1.46396,292.553
13040,0.0178971,4279.86,60513.7,4.04553,1.46338,292.554
13041,0.0190157,4278.96,60513.7,4.04469,1.46277,292.554
13042,0.0178971,4278.12,60513.8,4.04389,1.46219,292.555
13043,0.0190157,4277.22,60513.9,4.04304,1.46158,292.556
13044,0.0178971,4276.38,60513.9,4.04224,1.461,292.556
13045,0.0190157,4275.49,60514,4.0414,1.46039,292.557
13046,0.0178971,4274.64,60514,4.0406,1.45982,292.557
13047,0.0190157,4273.75,60514.1,4.03975,1.45921,292.558
13048,0.0178971,4272.91,60514.2,4.03895,1.45863,292.558
13049,0.0190157,4272.01,60514.2,4.03811,1.45802,292.559
13050,0.0190157,4271.12,60514.3,4.03726,1.45741,292.56
13051,0.0178971,4270.28,60514.3,4.03646,1.45684,292.56
13052,0.0190157,4269.38,60514.4,4.03562,1.45623,292.561
13053,0.0178971,4268.54,60514.5,4.03482,1.45565,292.561
13054,0.0190157,4267.65,60514.5,4.03398,1.45504,292.562
13055,0.0178971,4266.81,60514.6,4.03318,1.45447,292.563
13056,0.0190157,4265.92,60514.7,4.03234,1.45386,292.563
13057,0.0178971,4265.08,60514.7,4.03154,1.45329,292.564
13058,0.0190157,4264.18,60514.8,4.03069,1.45268,292.564
13059,0.0178971,4263.34,60514.8,4.0299,1.45211,292.565
13060,0.0190157,4262.45,60514.9,4.02905,1.4515,292.566
13061,0.0178971,4261.61,60515,4.02826,1.45093,292.566
13062,0.0190157,4260.72,60515,4.02741,1.45032,292.567
13063,0.0178971,4259.88,60515.1,4.02662,1.44975,292.567
13064,0.0190157,4258.99,60515.1,4.02578,1.44914,292.568
13065,0.0178971,4258.15,60515.2,4.02498,1.44857,292.569
13066,0.0190157,4257.26,60515.3,4.02414,1.44797,292.569
13067,0.0178971,4256.42,60515.3,4.02334,1.4474,292.57
13068,0.0190157,4255.53,60515.4,4.0225,1.44679,292.57
13069,0.0178971,4254.69,60515.4,4.02171,1.44622,292.571
13070,0.0190157,4253.8,60515.5,4.02086,1.44562,292.571
13071,0.0190157,4252.91,60515.6,4.02002,1.44501,292.572
13072,0.0178971,4252.07,60515.6,4.01923,1.44444,292.573
13073,0.0190157,4251.18,60515.7,4.01839,1.44384,292.573
13074,0.0178971,4250.35,60515.7,4.01759,1.44327,292.574
13075,0.0190157,4249.46,60515.8,4.01675,1.44266,292.574
13076,0.0178971,4248.62,60515.9,4.01596,1.4421,292.575
13077,0.0190157,4247.73,60515.9,4.01512,1.44149,292.576
13078,0.0178971,4246.89,60516,4.01432,1.44092,292.576
13079,0.0190157,4246,60516.1,4.01348,1.44032,292.577
13080,0.0178971,4245.17,60516.1,4.01269,1.43975,292.577
13081,0.0190157,4244.28,60516.2,4.01185,1.43915,292.578
13082,0.0178971,4243.44,60516.2,4.01106,1.43858,292.579
13083,0.0190157,4242.56,60516.3,4.01022,1.43798,292.579
13084,0.0178971,4241.72,60516.4,4.00943,1.43742,292.58
13085,0.0190157,4240.83,60516.4,4.00858,1.43681,292.58
13086,0.0178971,4240,60516.5,4.00779,1.43625,292.581
13087,0.0190157,4239.11,60516.5,4.00695,1.43565,292.581
13088,0.0178971,4238.27,60516.6,4.00616,1.43508,292.582
13089,0.0190157,4237.39,60516.7,4.00532,1.43448,292.583
13090,0.0190157,4236.5,60516.7,4.00448,1.43388,292.583
13091,0.0178971,4235.67,60516.8,4.00369,1.43332,292.584
13092,0.0190157,4234.78,60516.8,4.00285,1.43272,292.584
13093,0.0178971,4233.95,60516.9,4.00206,1.43215,292.585
13094,0.0190157,4233.06,60517,4.00123,1.43155,292.586
13095,0.0178971,4232.23,60517,4.00044,1.43099,292.586
13096,0.0190157,4231.34,60517.1,3.9996,1.43039,292.587
13097,0.0178971,4230.51,60517.1,3.99881,1.42983,292.587
13098,0.0190157,4229.62,60517.2,3.99797,1.42923,292.588
13099,0.0178971,4228.79,60517.3,3.99718,1.42866,292.588
13100,0.0190157,4227.9,60517.3,3.99634,1.42807,292.589
13101,0.0178971,4227.07,60517.4,3.99555,1.4275,292.59
13102,0.0190157,4226.18,60517.4,3.99472,1.42691,292.59
13103,0.0178971,4225.35,60517.5,3.99393,1.42634,292.591
13104,0.0190157,4224.47,60517.6,3.99309,1.42575,292.591
13105,0.0178971,4223.64,60517.6,3.9923,1.42519,292.592
13106,0.0190157,4222.75,60517.7,3.99147,1.42459,292.593
13107,0.0178971,4221.92,60517.7,3.99068,1.42403,292.593
13108,0.0190157,4221.04,60517.8,3.98984,1.42343,292.594
13109,0.0178971,4220.2,60517.9,3.98906,1.42287,292.594
13110,0.0190157,4219.32,60517.9,3.98822,1.42228,292.595
13111,0.0190157,4218.44,60518,3.98738,1.42168,292.595
13112,0.0178971,4217.61,60518,3.9866,1.42112,292.596
13113,0.0190157,4216.72,60518.1,3.98576,1.42053,292.597
13114,0.0178971,4215.89,60518.2,3.98497,1.41997,292.597
13115,0.0190157,4215.01,60518.2,3.98414,1.41937,292.598
13116,0.0178971,4214.18,60518.3,3.98335,1.41881,292.598
13117,0.0190157,4213.3,60518.3,3.98252,1.41822,292.599
13118,0.0178971,4212.47,60518.4,3.98173,1.41766,292.599
13119,0.0190157,4211.59,60518.5,3.9809,1.41707,292.6
13120,0.0178971,4210.76,60518.5,3.98011,1.41651,292.601
13121,0.0190157,4209.88,60518.6,3.97928,1.41592,292.601
13122,0.0178971,4209.05,60518.6,3.97849,1.41536,292.602
13123,0.0190157,4208.17,60518.7,3.97766,1.41477,292.602
13124,0.0178971,4207.34,60518.8,3.97687,1.41421,292.603
13125,0.0190157,4206.46,60518.8,3.97604,1.41362,292.603
13126,0.0178971,4205.63,60518.9,3.97526,1.41306,292.604
13127,0.0190157,4204.75,60518.9,3.97442,1.41247,292.605
13128,0.0178971,4203.92,60519,3.97364,1.41191,292.605
13129,0.0190157,4203.04,60519.1,3.9728,1.41132,292.606
13130,0.0178971,4202.21,60519.1,3.97202,1.41076,292.606
13131,0.0190157,4201.33,60519.2,3.97119,1.41017,292.607
13132,0.0190157,4200.45,60519.2,3.97036,1.40958,292.608
13133,0.0178971,4199.63,60519.3,3.96957,1.40903,292.608
13134,0.0190157,4198.75,60519.4,3.96874,1.40844,292.609
13135,0.0178971,4197.92,60519.4,3.96796,1.40788,292.609
13136,0.0190157,4197.04,60519.5,3.96713,1.40729,292.61
13137,0.0178971,4196.21,60519.5,3.96634,1.40674,292.61
13138,0.0190157,4195.34,60519.6,3.96551,1.40615,292.611
13139,0.0178971,4194.51,60519.6,3.96473,1.4056,292.612
13140,0.0190157,4193.63,60519.7,3.9639,1.40501,292.612
13141,0.0178971,4192.8,60519.8,3.96312,1.40446,292.613
13142,0.0190157,4191.93,60519.8,3.96228,1.40387,292.613
13143,0.0178971,4191.1,60519.9,3.9615,1.40331,292.614
13144,0.0190157,4190.22,60519.9,3.96067,1.40273,292.614
13145,0.0178971,4189.4,60520,3.95989,1.40217,292.615
13146,0.0190157,4188.52,60520.1,3.95906,1.40159,292.616
13147,0.0178971,4187.7,60520.1,3.95828,1.40104,292.616
13148,0.0190157,4186.82,60520.2,3.95745,1.40045,292.617
13149,0.0178971,4186,60520.2,3.95667,1.3999,292.617
13150,0.0190157,4185.12,60520.3,3.95584,1.39931,292.618
13151,0.0178971,4184.3,60520.4,3.95506,1.39876,292.618
13152,0.0190157,4183.42,60520.4,3.95423,1.39817,292.619
13153,0.0190157,4182.54,60520.5,3.9534,1.39759,292.62
13154,0.0178971,4181.72,60520.5,3.95262,1.39704,292.62
13155,0.0190157,4180.84,60520.6,3.95179,1.39645,292.621
13156,0.0178971,4180.02,60520.6,3.95101,1.3959,292.621
13157,0.0190157,4179.15,60520.7,3.95018,1.39532,292.622
13158,0.0178971,4178.32,60520.8,3.9494,1.39477,292.622
13159,0.0190157,4177.45,60520.8,3.94858,1.39419,292.623
13160,0.0178971,4176.63,60520.9,3.9478,1.39364,292.623
13161,0.0190157,4175.75,60520.9,3.94697,1.39305,292.624
13162,0.0178971,4174.93,60521,3.94619,1.3925,292.625
13163,0.0190157,4174.05,60521.1,3.94536,1.39192,292.625
13164,0.0178971,4173.23,60521.1,3.94459,1.39137,292.626
13165,0.0190157,4172.36,60521.2,3.94376,1.39079,292.626
13166,0.0178971,4171.54,60521.2,3.94298,1.39024,292.627
13167,0.0190157,4170.66,60521.3,3.94215,1.38966,292.627
13168,0.0178971,4169.84,60521.4,3.94138,1.38911,292.628
13169,0.0190157,4168.97,60521.4,3.94055,1.38853,292.629
13170,0.0178971,4168.15,60521.5,3.93977,1.38799,292.629
13171,0.0190157,4167.28,60521.5,3.93895,1.3874,292.63
13172,0.0178971,4166.45,60521.6,3.93817,1.38686,292.63
13173,0.0190157,4165.58,60521.6,3.93734,1.38628,292.631
13174,0.0178971,4164.76,60521.7,3.93657,1.38573,292.631
13175,0.0190157,4163.89,60521.8,3.93574,1.38515,292.632
13176,0.0190157,4163.02,60521.8,3.93492,1.38457,292.633
13177,0.0178971,4162.2,60521.9,3.93414,1.38403,292.633
13178,0.0190157,4161.33,60521.9,3.93331,1.38345,292.634
13179,0.0178971,4160.51,60522,3.93254,1.3829,292.634
13180,0.0190157,4159.64,60522.1,3.93171,1.38232,292.635
13181,0.0178971,4158.82,60522.1,3.93094,1.38178,292.635
13182,0.0190157,4157.95,60522.2,3.93011,1.3812,292.636
13183,0.0178971,4157.13,60522.2,3.92934,1.38066,292.636
13184,0.0190157,4156.26,60522.3,3.92852,1.38008,292.637
13185,0.0178971,4155.44,60522.3,3.92774,1.37953,292.638
13186,0.0190157,4154.57,60522.4,3.92692,1.37896,292.638
13187,0.0178971,4153.75,60522.5,3.92614,1.37841,292.639
13188,0.0190157,4152.88,60522.5,3.92532,1.37784,292.639
13189,0.0178971,4152.06,60522.6,3.92454,1.37729,292.64
13190,0.0190157,4151.19,60522.6,3.92372,1.37672,292.64
13191,0.0178971,4150.38,60522.7,3.92295,1.37617,292.641
13192,0.0190157,4149.51,60522.7,3.92212,1.3756,292.642
13193,0.0178971,4148.69,60522.8,3.92135,1.37506,292.642
13194,0.0190157,4147.82,60522.9,3.92053,1.37448,292.643
13195,0.0178971,4147,60522.9,3.91976,1.37394,292.643
13196,0.0190157,4146.14,60523,3.91893,1.37336,292.644
13197,0.0190157,4145.27,60523,3.91811,1.37279,292.644
13198,0.0178971,4144.45,60523.1,3.91734,1.37225,292.645
13199,0.0190157,4143.58,60523.2,3.91652,1.37167,292.645
13200,0.0178971,4142.77,60523.2,3.91574,1.37113,292.646
13201,0.0190157,4141.9,60523.3,3.91492,1.37056,292.647
13202,0.0178971,4141.08,60523.3,3.91415,1.37002,292.647
13203,0.0190157,4140.22,60523.4,3.91333,1.36945,292.648
13204,0.0178971,4139.4,60523.4,3.91256,1.36891,292.648
13205,0.0190157,4138.54,60523.5,3.91174,1.36833,292.649
13206,0.0178971,4137.72,60523.6,3.91097,1.36779,292.649
13207,0.0190157,4136.85,60523.6,3.91015,1.36722,292.65
13208,0.0178971,4136.04,60523.7,3.90938,1.36668,292.65
13209,0.0190157,4135.17,60523.7,3.90856,1.36611,292.651
13210,0.0178971,4134.36,60523.8,3.90778,1.36557,292.652
13211,0.0190157,4133.49,60523.8,3.90697,1.365,292.652
13212,0.0178971,4132.68,60523.9,3.90619,1.36446,292.653
13213,0.0190157,4131.81,60524,3.90538,1.36389,292.653
13214,0.0178971,4131,60524,3.9046,1.36336,292.654
13215,0.0190157,4130.14,60524.1,3.90379,1.36278,292.654
13216,0.0178971,4129.32,60524.1,3.90302,1.36225,292.655
13217,0.0190157,4128.46,60524.2,3.9022,1.36168,292.655
13218,0.0178971,4127.64,60524.2,3.90143,1.36114,292.656
13219,0.0190157,4126.78,60524.3,3.90061,1.36057,292.657
13220,0.0190157,4125.92,60524.4,3.89979,1.36,292.657
13221,0.0178971,4125.1,60524.4,3.89902,1.35947,292.658
13222,0.0190157,4124.24,60524.5,3.89821,1.3589,292.658
13223,0.0178971,4123.43,60524.5,3.89744,1.35836,292.659
13224,0.0190157,4122.56,60524.6,3.89662,1.35779,292.659
13225,0.0178971,4121.75,60524.6,3.89585,1.35726,292.66
13226,0.0190157,4120.89,60524.7,3.89503,1.35669,292.66
13227,0.0178971,4120.08,60524.8,3.89426,1.35616,292.661
13228,0.0190157,4119.22,60524.8,3.89345,1.35559,292.662
13229,0.0178971,4118.4,60524.9,3.89268,1.35505,292.662
13230,0.0190157,4117.54,60524.9,3.89186,1.35449,292.663
13231,0.0178971,4116.73,60525,3.8911,1.35395,292.663
13232,0.0190157,4115.87,60525,3.89028,1.35339,292.664
13233,0.0178971,4115.06,60525.1,3.88951,1.35285,292.664
13234,0.0190157,4114.2,60525.2,3.8887,1.35229,292.665
13235,0.0178971,4113.39,60525.2,3.88793,1.35175,292.665
13236,0.0190157,4112.52,60525.3,3.88712,1.35119,292.666
13237,0.0178971,4111.71,60525.3,3.88635,1.35066,292.666
13238,0.0190157,4110.85,60525.4,3.88553,1.35009,292.667
13239,0.0178971,4110.04,60525.4,3.88477,1.34956,292.668
13240,0.0190157,4109.18,60525.5,3.88395,1.34899,292.668
13241,0.0190157,4108.32,60525.6,3.88314,1.34843,292.669
13242,0.0178971,4107.51,60525.6,3.88237,1.3479,292.669
13243,0.0190157,4106.65,60525.7,3.88156,1.34733,292.67
13244,0.0178971,4105.85,60525.7,3.88079,1.3468,292.67
13245,0.0190157,4104.99,60525.8,3.87998,1.34624,292.671
13246,0.0178971,4104.18,60525.8,3.87921,1.34571,292.671
13247,0.0190157,4103.32,60525.9,3.8784,1.34514,292.672
13248,0.0178971,4102.51,60526,3.87763,1.34461,292.672
13249,0.0190157,4101.65,60526,3.87682,1.34405,292.673
13250,0.0178971,4100.84,60526.1,3.87606,1.34352,292.674
13251,0.0190157,4099.98,60526.1,3.87524,1.34296,292.674
13252,0.0178971,4099.18,60526.2,3.87448,1.34243,292.675
13253,0.0190157,4098.32,60526.2,3.87367,1.34187,292.675
13254,0.0178971,4097.51,60526.3,3.8729,1.34134,292.676
13255,0.0190157,4096.65,60526.3,3.87209,1.34078,292.676
13256,0.0178971,4095.85,60526.4,3.87133,1.34025,292.677
13257,0.0190157,4094.99,60526.5,3.87052,1.33969,292.677
13258,0.0178971,4094.18,60526.5,3.86975,1.33916,292.678
13259,0.0190157,4093.33,60526.6,3.86894,1.3386,292.679
13260,0.0178971,4092.52,60526.6,3.86818,1.33807,292.679
13261,0.0190157,4091.66,60526.7,3.86737,1.33751,292.68
13262,0.0178971,4090.86,60526.7,3.8666,1.33699,292.68
13263,0.0190157,4090,60526.8,3.86579,1.33643,292.681
13264,0.0190157,4089.14,60526.9,3.86498,1.33587,292.681
13265,0.0178971,4088.34,60526.9,3.86422,1.33534,292.682
13266,0.0190157,4087.48,60527,3.86341,1.33478,292.682
13267,0.0178971,4086.68,60527,3.86265,1.33426,292.683
13268,0.0190157,4085.82,60527.1,3.86184,1.3337,292.683
13269,0.0178971,4085.02,60527.1,3.86107,1.33317,292.684
13270,0.0190157,4084.16,60527.2,3.86027,1.33261,292.684
13271,0.0178971,4083.36,60527.2,3.8595,1.33209,292.685
13272,0.0190157,4082.5,60527.3,3.85869,1.33153,292.686
13273,0.0178971,4081.7,60527.4,3.85793,1.33101,292.686
13274,0.0190157,4080.84,60527.4,3.85712,1.33045,292.687
13275,0.0178971,4080.04,60527.5,3.85636,1.32993,292.687
13276,0.0190157,4079.18,60527.5,3.85555,1.32937,292.688
13277,0.0178971,4078.38,60527.6,3.85479,1.32884,292.688
13278,0.0190157,4077.53,60527.6,3.85399,1.32829,292.689
13279,0.0178971,4076.72,60527.7,3.85323,1.32777,292.689
13280,0.0190157,4075.87,60527.8,3.85242,1.32721,292.69
13281,0.0178971,4075.07,60527.8,3.85166,1.32669,292.69
13282,0.0190157,4074.21,60527.9,3.85085,1.32613,292.691
13283,0.0178971,4073.41,60527.9,3.85009,1.32561,292.692
13284,0.0190157,4072.56,60528,3.84928,1.32505,292.692
13285,0.0178971,4071.76,60528,3.84852,1.32453,292.693
13286,0.0190157,4070.9,60528.1,3.84772,1.32398,292.693
13287,0.0178971,4070.1,60528.1,3.84696,1.32346,292.694
13288,0.0190157,4069.25,60528.2,3.84615,1.3229,292.694
13289,0.0190157,4068.4,60528.3,3.84534,1.32235,292.695
13290,0.0178971,4067.6,60528.3,3.84459,1.32183,292.695
13291,0.0190157,4066.75,60528.4,3.84378,1.32127,292.696
13292,0.0178971,4065.94,60528.4,3.84302,1.32075,292.696
13293,0.0190157,4065.09,60528.5,3.84222,1.3202,292.697
13294,0.0178971,4064.29,60528.5,3.84146,1.31968,292.697
13295,0.0190157,4063.44,60528.6,3.84065,1.31913,292.698
13296,0.0178971,4062.64,60528.6,3.83989,1.31861,292.699
13297,0.0190157,4061.79,60528.7,3.83909,1.31806,292.699
13298,0.0178971,4060.99,60528.8,3.83833,1.31754,292.7
13299,0.0190157,4060.14,60528.8,3.83753,1.31698,292.7
13300,0.0178971,4059.34,60528.9,3.83677,1.31647,292.701
13301,0.0190157,4058.49,60528.9,3.83597,1.31591,292.701
13302,0.0178971,4057.69,60529,3.83521,1.3154,292.702
13303,0.0190157,4056.84,60529,3.8344,1.31485,292.702
13304,0.0178971,4056.04,60529.1,3.83365,1.31433,292.703
13305,0.0190157,4055.19,60529.1,3.83284,1.31378,292.703
13306,0.0178971,4054.39,60529.2,3.83209,1.31326,292.704
13307,0.0190157,4053.55,60529.3,3.83128,1.31271,292.704
13308,0.0178971,4052.75,60529.3,3.83053,1.31219,292.705
13309,0.0190157,4051.9,60529.4,3.82973,1.31164,292.705
13310,0.0178971,4051.1,60529.4,3.82897,1.31113,292.706
13311,0.0190157,4050.25,60529.5,3.82817,1.31058,292.707
13312,0.0190157,4049.4,60529.5,3.82736,1.31003,292.707
13313,0.0178971,4048.61,60529.6,3.82661,1.30951,292.708
13314,0.0190157,4047.76,60529.6,3.82581,1.30896,292.708
13315,0.0178971,4046.96,60529.7,3.82505,1.30845,292.709
13316,0.0190157,4046.11,60529.7,3.82425,1.3079,292.709
13317,0.0178971,4045.32,60529.8,3.8235,1.30739,292.71
13318,0.0190157,4044.47,60529.9,3.82269,1.30684,292.71
13319,0.0178971,4043.67,60529.9,3.82194,1.30632,292.711
13320,0.0190157,4042.83,60530,3.82114,1.30578,292.711
13321,0.0178971,4042.03,60530,3.82038,1.30526,292.712
13322,0.0190157,4041.18,60530.1,3.81958,1.30472,292.712
13323,0.0178971,4040.39,60530.1,3.81883,1.3042,292.713
13324,0.0190157,4039.54,60530.2,3.81803,1.30366,292.713
13325,0.0178971,4038.75,60530.2,3.81728,1.30314,292.714
13326,0.0190157,4037.9,60530.3,3.81648,1.3026,292.715
13327,0.0178971,4037.1,60530.3,3.81572,1.30208,292.715
13328,0.0190157,4036.26,60530.4,3.81492,1.30154,292.716
13329,0.0178971,4035.46,60530.5,3.81417,1.30103,292.716
13330,0.0190157,4034.62,60530.5,3.81337,1.30048,292.717
13331,0.0178971,4033.82,60530.6,3.81262,1.29997,292.717
13332,0.0190157,4032.98,60530.6,3.81182,1.29942,292.718
13333,0.0178971,4032.19,60530.7,3.81107,1.29891,292.718
13334,0.0190157,4031.34,60530.7,3.81027,1.29837,292.719
13335,0.0178971,4030.55,60530.8,3.80952,1.29786,292.719
13336,0.0190157,4029.7,60530.8,3.80872,1.29731,292.72
13337,0.0190157,4028.86,60530.9,3.80792,1.29677,292.72
13338,0.0178971,4028.07,60531,3.80717,1.29626,292.721
13339,0.0190157,4027.22,60531,3.80637,1.29572,292.721
13340,0.0178971,4026.43,60531.1,3.80562,1.29521,292.722
13341,0.0190157,4025.59,60531.1,3.80482,1.29466,292.722
13342,0.0178971,4024.79,60531.2,3.80407,1.29415,292.723
13343,0.0190157,4023.95,60531.2,3.80327,1.29361,292.724
13344,0.0178971,4023.16,60531.3,3.80252,1.2931,292.724
13345,0.0190157,4022.32,60531.3,3.80172,1.29256,292.725
13346,0.0178971,4021.52,60531.4,3.80097,1.29205,292.725
13347,0.0190157,4020.68,60531.4,3.80018,1.29151,292.726
13348,0.0178971,4019.89,60531.5,3.79943,1.291,292.726
13349,0.0190157,4019.05,60531.6,3.79863,1.29046,292.727
13350,0.0178971,4018.26,60531.6,3.79788,1.28995,292.727
13351,0.0190157,4017.41,60531.7,3.79708,1.28941,292.728
13352,0.0178971,4016.62,60531.7,3.79634,1.2889,292.728
13353,0.0190157,4015.78,60531.8,3.79554,1.28837,292.729
13354,0.0178971,4014.99,60531.8,3.79479,1.28786,292.729
13355,0.0190157,4014.15,60531.9,3.79399,1.28732,292.73
13356,0.0178971,4013.36,60531.9,3.79325,1.28681,292.73
13357,0.0190157,4012.52,60532,3.79245,1.28627,292.731
13358,0.0178971,4011.73,60532,3.7917,1.28577,292.731
13359,0.0190157,4010.89,60532.1,3.79091,1.28523,292.732
13360,0.0190157,4010.05,60532.1,3.79011,1.28469,292.732
13361,0.0178971,4009.26,60532.2,3.78936,1.28418,292.733
13362,0.0190157,4008.42,60532.3,3.78857,1.28365,292.733
13363,0.0178971,4007.63,60532.3,3.78782,1.28314,292.734
13364,0.0190157,4006.79,60532.4,3.78703,1.2826,292.735
13365,0.0178971,4006,60532.4,3.78628,1.2821,292.735
13366,0.0190157,4005.16,60532.5,3.78549,1.28156,292.736
13367,0.0178971,4004.37,60532.5,3.78474,1.28106,292.736
13368,0.0190157,4003.54,60532.6,3.78395,1.28052,292.737
13369,0.0178971,4002.75,60532.6,3.7832,1.28001,292.737
13370,0.0190157,4001.91,60532.7,3.78241,1.27948,292.738
13371,0.0178971,4001.12,60532.7,3.78166,1.27897,292.738
13372,0.0190157,4000.28,60532.8,3.78087,1.27844,292.739
13373,0.0178971,3999.49,60532.8,3.78012,1.27794,292.739
13374,0.0190157,3998.66,60532.9,3.77933,1.2774,292.74
13375,0.0178971,3997.87,60533,3.77858,1.2769,292.74
13376,0.0190157,3997.03,60533,3.77779,1.27636,292.741
13377,0.0178971,3996.24,60533.1,3.77705,1.27586,292.741
13378,0.0190157,3995.41,60533.1,3.77625,1.27533,292.742
13379,0.0178971,3994.62,60533.2,3.77551,1.27482,292.742
13380,0.0190157,3993.78,60533.2,3.77472,1.27429,292.743
13381,0.0178971,3993,60533.3,3.77397,1.27379,292.743
13382,0.0190157,3992.16,60533.3,3.77318,1.27325,292.744
13383,0.0178971,3991.37,60533.4,3.77244,1.27275,292.744
13384,0.0190157,3990.54,60533.4,3.77165,1.27222,292.745
13385,0.0190157,3989.7,60533.5,3.77086,1.27169,292.745
13386,0.0178971,3988.92,60533.5,3.77011,1.27119,292.746
13387,0.0190157,3988.08,60533.6,3.76932,1.27065,292.746
13388,0.0178971,3987.3,60533.7,3.76858,1.27015,292.747
13389,0.0190157,3986.46,60533.7,3.76779,1.26962,292.747
13390,0.0178971,3985.68,60533.8,3.76704,1.26912,292.748
13391,0.0190157,3984.84,60533.8,3.76625,1.26859,292.749
13392,0.0178971,3984.06,60533.9,3.76551,1.26809,292.749
13393,0.0190157,3983.22,60533.9,3.76472,1.26756,292.75
13394,0.0178971,3982.44,60534,3.76398,1.26706,292.75
13395,0.0190157,3981.6,60534,3.76319,1.26653,292.751
13396,0.0178971,3980.82,60534.1,3.76245,1.26603,292.751
13397,0.0190157,3979.99,60534.1,3.76166,1.2655,292.752
13398,0.0178971,3979.2,60534.2,3.76092,1.265,292.752
13399,0.0190157,3978.37,60534.2,3.76013,1.26447,292.753
13400,0.0178971,3977.59,60534.3,3.75938,1.26397,292.753
13401,0.0190157,3976.75,60534.3,3.7586,1.26344,292.754
13402,0.0178971,3975.97,60534.4,3.75786,1.26295,292.754
13403,0.0190157,3975.14,60534.5,3.75707,1.26242,292.755
13404,0.0178971,3974.35,60534.5,3.75633,1.26192,292.755
13405,0.0190157,3973.52,60534.6,3.75554,1.26139,292.756
13406,0.0178971,3972.74,60534.6,3.7548,1.26089,292.756
13407,0.0190157,3971.91,60534.7,3.75401,1.26037,292.757
13408,0.0178971,3971.12,60534.7,3.75327,1.25987,292.757
13409,0.0190157,3970.29,60534.8,3.75248,1.25934,292.758
13410,0.0178971,3969.51,60534.8,3.75174,1.25885,292.758
13411,0.0190157,3968.68,60534.9,3.75096,1.25832,292.759
13412,0.0190157,3967.85,60534.9,3.75017,1.25779,292.759
13413,0.0178971,3967.07,60535,3.74943,1.2573,292.76
13414,0.0190157,3966.24,60535,3.74864,1.25677,292.76
13415,0.0178971,3965.45,60535.1,3.7479,1.25627,292.761
13416,0.0190157,3964.62,60535.1,3.74712,1.25575,292.761
13417,0.0178971,3963.84,60535.2,3.74638,1.25525,292.762
13418,0.0190157,3963.01,60535.2,3.74559,1.25473,292.762
13419,0.0178971,3962.23,60535.3,3.74485,1.25423,292.763
13420,0.0190157,3961.4,60535.4,3.74407,1.25371,292.763
13421,0.0178971,3960.62,60535.4,3.74333,1.25321,292.764
13422,0.0190157,3959.79,60535.5,3.74254,1.25269,292.764
13423,0.0178971,3959.01,60535.5,3.74181,1.2522,292.765
13424,0.0190157,3958.18,60535.6,3.74102,1.25167,292.765
13425,0.0178971,3957.4,60535.6,3.74028,1.25118,292.766
13426,0.0190157,3956.58,60535.7,3.7395,1.25066,292.766
13427,0.0178971,3955.8,60535.7,3.73876,1.25016,292.767
13428,0.0190157,3954.97,60535.8,3.73798,1.24964,292.767
13429,0.0178971,3954.19,60535.8,3.73724,1.24915,292.768
13430,0.0190157,3953.36,60535.9,3.73646,1.24862,292.768
13431,0.0178971,3952.58,60535.9,3.73572,1.24813,292.769
13432,0.0190157,3951.75,60536,3.73494,1.24761,292.77
13433,0.0178971,3950.98,60536,3.7342,1.24712,292.77
13434,0.0190157,3950.15,60536.1,3.73342,1.2466,292.771
13435,0.0178971,3949.37,60536.1,3.73268,1.2461,292.771
13436,0.0190157,3948.54,60536.2,3.7319,1.24558,292.772
13437,0.0190157,3947.72,60536.2,3.73111,1.24506,292.772
13438,0.0178971,3946.94,60536.3,3.73038,1.24457,292.773
13439,0.0190157,3946.11,60536.3,3.7296,1.24405,292.773
