time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV
80.267,41378.2,44362.9,43.0063,136.786,157.231
80.278,41374.1,44366.7,43.001,136.759,157.258
80.289,41370,44370.6,42.9957,136.732,157.286
80.3,41365.9,44374.4,42.9904,136.704,157.313
80.311,41361.7,44378.2,42.9851,136.677,157.34
80.322,41357.6,44382.1,42.9798,136.65,157.367
80.333,41353.5,44385.9,42.9745,136.623,157.394
80.344,41349.4,44389.7,42.9692,136.596,157.421
80.355,41345.3,44393.5,42.9639,136.569,157.448
80.366,41341.2,44397.4,42.9585,136.542,157.476
80.377,41337.1,44401.2,42.9532,136.514,157.503
80.388,41333,44405,42.9479,136.487,157.53
80.399,41328.9,44408.8,42.9426,136.46,157.557
80.41,41324.8,44412.7,42.9373,136.433,157.584
80.421,41320.7,44416.5,42.9321,136.406,157.611
80.432,41316.6,44420.3,42.9268,136.379,157.638
80.443,41312.5,44424.1,42.9215,136.352,157.665
80.454,41308.3,44427.9,42.9162,136.325,157.693
80.465,41304.2,44431.8,42.9109,136.297,157.72
80.476,41300.1,44435.6,42.9056,136.27,157.747
80.487,41296,44439.4,42.9003,136.243,157.774
80.498,41291.9,44443.2,42.895,136.216,157.801
80.509,41287.8,44447,42.8897,136.189,157.828
80.52,41283.7,44450.8,42.8844,136.162,157.855
80.531,41279.6,44454.7,42.8791,136.135,157.882
80.542,41275.5,44458.5,42.8738,136.108,157.909
80.553,41271.4,44462.3,42.8685,136.081,157.936
80.564,41267.3,44466.1,42.8632,136.054,157.963
80.575,41263.2,44469.9,42.8579,136.027,157.991
80.586,41259.1,44473.7,42.8526,136,158.018
80.597,41255,44477.5,42.8473,135.972,158.045
80.608,41250.8,44481.3,42.8421,135.945,158.072
80.619,41246.7,44485.1,42.8368,135.918,158.099
80.63,41242.6,44488.9,42.8315,135.891,158.126
80.641,41238.5,44492.8,42.8262,135.864,158.153
80.652,41234.4,44496.6,42.8209,135.837,158.18
80.663,41230.3,44500.4,42.8156,135.81,158.207
80.674,41226.2,44504.2,42.8103,135.783,158.234
80.685,41222.1,44508,42.805,135.756,158.261
80.696,41218,44511.8,42.7998,135.729,158.288
80.707,41213.9,44515.6,42.7945,135.702,158.315
80.718,41209.8,44519.4,42.7892,135.675,158.342
80.729,41205.7,44523.2,42.7839,135.648,158.369
80.74,41201.6,44527,42.7786,135.621,158.396
80.751,41197.5,44530.8,42.7733,135.594,158.423
80.762,41193.4,44534.6,42.768,135.567,158.45
80.773,41189.3,44538.4,42.7628,135.54,158.477
80.784,41185.1,44542.2,42.7575,135.513,158.504
80.795,41181,44546,42.7522,135.486,158.531
80.806,41176.9,44549.8,42.7469,135.459,158.558
80.817,41172.8,44553.6,42.7416,135.432,158.585
80.828,41168.7,44557.3,42.7364,135.405,158.612
80.839,41164.6,44561.1,42.7311,135.378,158.639
80.85,41160.5,44564.9,42.7258,135.351,158.666
80.861,41156.4,44568.7,42.7205,135.324,158.693
80.872,41152.3,44572.5,42.7153,135.297,158.72
80.883,41148.2,44576.3,42.71,135.27,158.747
80.894,41144.1,44580.1,42.7047,135.243,158.774
80.905,41140,44583.9,42.6994,135.216,158.801
80.916,41135.9,44587.7,42.6941,135.189,158.828
80.927,41131.8,44591.5,42.6889,135.162,158.855
80.938,41127.7,44595.2,42.6836,135.135,158.882
80.949,41123.6,44599,42.6783,135.108,158.909
80.96,41119.5,44602.8,42.6731,135.081,158.936
80.971,41115.4,44606.6,42.6678,135.054,158.963
80.982,41111.3,44610.4,42.6625,135.027,158.99
80.993,41107.2,44614.2,42.6572,135,159.017
81.004,41103,44617.9,42.652,134.973,159.044
81.015,41098.9,44621.7,42.6467,134.946,159.071
81.026,41094.8,44625.5,42.6414,134.919,159.098
81.037,41090.7,44629.3,42.6362,134.892,159.125
81.048,41086.6,44633.1,42.6309,134.865,159.152
81.059,41082.5,44636.8,42.6256,134.838,159.179
81.07,41078.4,44640.6,42.6204,134.811,159.206
81.081,41074.3,44644.4,42.6151,134.784,159.233
81.092,41070.2,44648.2,42.6098,134.757,159.26
81.103,41066.1,44651.9,42.6045,134.73,159.287
81.114,41062,44655.7,42.5993,134.704,159.314
81.125,41057.9,44659.5,42.594,134.677,159.34
81.136,41053.8,44663.3,42.5888,134.65,159.367
81.147,41049.7,44667,42.5835,134.623,159.394
81.158,41045.6,44670.8,42.5782,134.596,159.421
81.169,41041.5,44674.6,42.573,134.569,159.448
81.18,41037.4,44678.3,42.5677,134.542,159.475
81.191,41033.3,44682.1,42.5624,134.515,159.502
81.202,41029.2,44685.9,42.5572,134.488,159.529
81.213,41025.1,44689.6,42.5519,134.461,159.556
81.224,41021,44693.4,42.5467,134.434,159.583
81.235,41016.9,44697.2,42.5414,134.408,159.61
81.246,41012.8,44700.9,42.5361,134.381,159.636
81.257,41008.7,44704.7,42.5309,134.354,159.663
81.268,41004.6,44708.5,42.5256,134.327,159.69
81.279,41000.5,44712.2,42.5204,134.3,159.717
81.29,40996.4,44716,42.5151,134.273,159.744
81.301,40992.3,44719.8,42.5098,134.246,159.771
81.312,40988.1,44723.5,42.5046,134.219,159.798
81.323,40984,44727.3,42.4993,134.193,159.825
81.334,40979.9,44731,42.4941,134.166,159.851
81.345,40975.8,44734.8,42.4888,134.139,159.878
81.356,40971.7,44738.6,42.4836,134.112,159.905
81.367,40967.6,44742.3,42.4783,134.085,159.932
81.378,40963.5,44746.1,42.4731,134.058,159.959
81.389,40959.4,44749.8,42.4678,134.031,159.986
81.4,40955.3,44753.6,42.4626,134.005,160.013
81.411,40951.2,44757.3,42.4573,133.978,160.039
81.422,40947.1,44761.1,42.4521,133.951,160.066
81.433,40943,44764.8,42.4468,133.924,160.093
81.444,40938.9,44768.6,42.4416,133.897,160.12
81.455,40934.8,44772.3,42.4363,133.87,160.147
81.466,40930.7,44776.1,42.4311,133.844,160.174
81.477,40926.6,44779.8,42.4258,133.817,160.2
81.488,40922.5,44783.6,42.4206,133.79,160.227
81.499,40918.4,44787.3,42.4153,133.763,160.254
81.51,40914.3,44791.1,42.4101,133.736,160.281
81.521,40910.2,44794.8,42.4048,133.709,160.308
81.532,40906.1,44798.6,42.3996,133.683,160.334
81.543,40902,44802.3,42.3943,133.656,160.361
81.554,40897.9,44806.1,42.3891,133.629,160.388
81.565,40893.8,44809.8,42.3838,133.602,160.415
81.576,40889.7,44813.5,42.3786,133.575,160.442
81.587,40885.6,44817.3,42.3734,133.549,160.468
81.598,40881.5,44821,42.3681,133.522,160.495
81.609,40877.4,44824.8,42.3629,133.495,160.522
81.62,40873.3,44828.5,42.3576,133.468,160.549
81.631,40869.2,44832.2,42.3524,133.442,160.576
81.642,40865.1,44836,42.3472,133.415,160.602
81.653,40861,44839.7,42.3419,133.388,160.629
81.664,40856.9,44843.5,42.3367,133.361,160.656
81.675,40852.8,44847.2,42.3314,133.334,160.683
81.686,40848.7,44850.9,42.3262,133.308,160.709
81.697,40844.6,44854.7,42.321,133.281,160.736
81.708,40840.5,44858.4,42.3157,133.254,160.763
81.719,40836.4,44862.1,42.3105,133.227,160.79
81.73,40832.3,44865.9,42.3052,133.201,160.816
81.741,40828.2,44869.6,42.3,133.174,160.843
81.752,40824.1,44873.3,42.2948,133.147,160.87
81.763,40820,44877,42.2895,133.12,160.897
81.774,40815.9,44880.8,42.2843,133.094,160.923
81.785,40811.8,44884.5,42.2791,133.067,160.95
81.796,40807.7,44888.2,42.2738,133.04,160.977
81.807,40803.6,44892,42.2686,133.013,161.004
81.818,40799.5,44895.7,42.2634,132.987,161.03
81.829,40795.4,44899.4,42.2581,132.96,161.057
81.84,40791.3,44903.1,42.2529,132.933,161.084
81.851,40787.2,44906.9,42.2477,132.907,161.111
81.862,40783.1,44910.6,42.2425,132.88,161.137
81.873,40779,44914.3,42.2372,132.853,161.164
81.884,40774.9,44918,42.232,132.826,161.191
81.895,40770.8,44921.7,42.2268,132.8,161.217
81.906,40766.7,44925.5,42.2215,132.773,161.244
81.917,40762.6,44929.2,42.2163,132.746,161.271
81.928,40758.5,44932.9,42.2111,132.72,161.297
81.939,40754.4,44936.6,42.2059,132.693,161.324
81.95,40750.3,44940.3,42.2006,132.666,161.351
81.961,40746.2,44944.1,42.1954,132.64,161.378
81.972,40742.1,44947.8,42.1902,132.613,161.404
81.983,40738,44951.5,42.185,132.586,161.431
81.994,40733.9,44955.2,42.1797,132.56,161.458
82.005,40729.8,44958.9,42.1745,132.533,161.484
82.016,40725.7,44962.6,42.1693,132.506,161.511
82.027,40721.6,44966.3,42.1641,132.48,161.538
82.038,40717.5,44970,42.1588,132.453,161.564
82.049,40713.4,44973.8,42.1536,132.426,161.591
82.06,40709.3,44977.5,42.1484,132.4,161.618
82.071,40705.2,44981.2,42.1432,132.373,161.644
82.082,40701.1,44984.9,42.138,132.346,161.671
82.093,40697,44988.6,42.1327,132.32,161.698
82.104,40692.9,44992.3,42.1275,132.293,161.724
82.115,40688.8,44996,42.1223,132.266,161.751
82.126,40684.7,44999.7,42.1171,132.24,161.777
82.137,40680.6,45003.4,42.1119,132.213,161.804
82.148,40676.5,45007.1,42.1067,132.186,161.831
82.159,40672.4,45010.8,42.1014,132.16,161.857
82.17,40668.4,45014.5,42.0962,132.133,161.884
82.181,40664.3,45018.2,42.091,132.107,161.911
82.192,40660.2,45021.9,42.0858,132.08,161.937
82.203,40656.1,45025.6,42.0806,132.053,161.964
82.214,40652,45029.3,42.0754,132.027,161.99
82.225,40647.9,45033,42.0702,132,162.017
82.236,40643.8,45036.7,42.0649,131.973,162.044
82.247,40639.7,45040.4,42.0597,131.947,162.07
82.258,40635.6,45044.1,42.0545,131.92,162.097
82.269,40631.5,45047.8,42.0493,131.894,162.123
82.28,40627.4,45051.5,42.0441,131.867,162.15
82.291,40623.3,45055.2,42.0389,131.84,162.177
82.302,40619.2,45058.9,42.0337,131.814,162.203
82.313,40615.1,45062.6,42.0285,131.787,162.23
82.324,40611,45066.3,42.0233,131.761,162.256
82.335,40606.9,45070,42.0181,131.734,162.283
82.346,40602.8,45073.6,42.0129,131.708,162.31
82.357,40598.7,45077.3,42.0076,131.681,162.336
82.368,40594.6,45081,42.0024,131.654,162.363
82.379,40590.5,45084.7,41.9972,131.628,162.389
82.39,40586.4,45088.4,41.992,131.601,162.416
82.401,40582.3,45092.1,41.9868,131.575,162.442
82.412,40578.2,45095.8,41.9816,131.548,162.469
82.423,40574.1,45099.5,41.9764,131.522,162.495
82.434,40570,45103.1,41.9712,131.495,162.522
82.445,40565.9,45106.8,41.966,131.469,162.549
82.456,40561.9,45110.5,41.9608,131.442,162.575
82.467,40557.8,45114.2,41.9556,131.415,162.602
82.478,40553.7,45117.9,41.9504,131.389,162.628
82.489,40549.6,45121.5,41.9452,131.362,162.655
82.5,40545.5,45125.2,41.94,131.336,162.681
82.511,40541.4,45128.9,41.9348,131.309,162.708
82.522,40537.3,45132.6,41.9296,131.283,162.734
82.533,40533.2,45136.3,41.9244,131.256,162.761
82.544,40529.1,45139.9,41.9192,131.23,162.787
82.555,40525,45143.6,41.914,131.203,162.814
82.566,40520.9,45147.3,41.9088,131.177,162.84
82.577,40516.8,45151,41.9036,131.15,162.867
82.588,40512.7,45154.6,41.8984,131.124,162.893
82.599,40508.6,45158.3,41.8932,131.097,162.92
82.61,40504.5,45162,41.8881,131.071,162.946
82.621,40500.4,45165.7,41.8829,131.044,162.973
82.632,40496.3,45169.3,41.8777,131.018,162.999
82.643,40492.2,45173,41.8725,130.991,163.026
82.654,40488.2,45176.7,41.8673,130.965,163.052
82.665,40484.1,45180.3,41.8621,130.938,163.079
82.676,40480,45184,41.8569,130.912,163.105
82.687,40475.9,45187.7,41.8517,130.885,163.132
82.698,40471.8,45191.3,41.8465,130.859,163.158
82.709,40467.7,45195,41.8413,130.832,163.185
82.72,40463.6,45198.7,41.8361,130.806,163.211
82.731,40459.5,45202.3,41.8309,130.78,163.238
82.742,40455.4,45206,41.8258,130.753,163.264
82.753,40451.3,45209.7,41.8206,130.727,163.291
82.764,40447.2,45213.3,41.8154,130.7,163.317
82.775,40443.1,45217,41.8102,130.674,163.343
82.786,40439,45220.6,41.805,130.647,163.37
82.797,40434.9,45224.3,41.7998,130.621,163.396
82.808,40430.9,45228,41.7946,130.594,163.423
82.819,40426.8,45231.6,41.7895,130.568,163.449
82.83,40422.7,45235.3,41.7843,130.541,163.476
82.841,40418.6,45238.9,41.7791,130.515,163.502
82.852,40414.5,45242.6,41.7739,130.489,163.528
82.863,40410.4,45246.2,41.7687,130.462,163.555
82.874,40406.3,45249.9,41.7635,130.436,163.581
82.885,40402.2,45253.5,41.7584,130.409,163.608
82.896,40398.1,45257.2,41.7532,130.383,163.634
82.907,40394,45260.8,41.748,130.357,163.661
82.918,40389.9,45264.5,41.7428,130.33,163.687
82.929,40385.8,45268.2,41.7376,130.304,163.713
82.94,40381.7,45271.8,41.7325,130.277,163.74
82.951,40377.7,45275.5,41.7273,130.251,163.766
82.962,40373.6,45279.1,41.7221,130.225,163.793
82.973,40369.5,45282.7,41.7169,130.198,163.819
82.984,40365.4,45286.4,41.7118,130.172,163.845
82.995,40361.3,45290,41.7066,130.145,163.872
83.006,40357.2,45293.7,41.7014,130.119,163.898
83.017,40353.1,45297.3,41.6962,130.093,163.925
83.028,40349,45301,41.6911,130.066,163.951
83.039,40344.9,45304.6,41.6859,130.04,163.977
83.05,40340.8,45308.3,41.6807,130.013,164.004
83.061,40336.7,45311.9,41.6755,129.987,164.03
83.072,40332.7,45315.5,41.6704,129.961,164.056
83.083,40328.6,45319.2,41.6652,129.934,164.083
83.094,40324.5,45322.8,41.66,129.908,164.109
83.105,40320.4,45326.5,41.6549,129.882,164.135
83.116,40316.3,45330.1,41.6497,129.855,164.162
83.127,40312.2,45333.7,41.6445,129.829,164.188
83.138,40308.1,45337.4,41.6393,129.803,164.214
83.149,40304,45341,41.6342,129.776,164.241
83.16,40299.9,45344.6,41.629,129.75,164.267
83.171,40295.8,45348.3,41.6238,129.724,164.293
83.182,40291.8,45351.9,41.6187,129.697,164.32
83.193,40287.7,45355.5,41.6135,129.671,164.346
83.204,40283.6,45359.2,41.6083,129.645,164.372
83.215,40279.5,45362.8,41.6032,129.618,164.399
83.226,40275.4,45366.4,41.598,129.592,164.425
83.237,40271.3,45370.1,41.5928,129.566,164.451
83.248,40267.2,45373.7,41.5877,129.539,164.478
83.259,40263.1,45377.3,41.5825,129.513,164.504
83.27,40259,45381,41.5774,129.487,164.53
83.281,40255,45384.6,41.5722,129.46,164.557
83.292,40250.9,45388.2,41.567,129.434,164.583
83.303,40246.8,45391.8,41.5619,129.408,164.609
83.314,40242.7,45395.5,41.5567,129.382,164.636
83.325,40238.6,45399.1,41.5516,129.355,164.662
83.336,40234.5,45402.7,41.5464,129.329,164.688
83.347,40230.4,45406.3,41.5412,129.303,164.714
83.358,40226.3,45410,41.5361,129.276,164.741
83.369,40222.2,45413.6,41.5309,129.25,164.767
83.38,40218.2,45417.2,41.5258,129.224,164.793
83.391,40214.1,45420.8,41.5206,129.198,164.819
83.402,40210,45424.4,41.5154,129.171,164.846
83.413,40205.9,45428,41.5103,129.145,164.872
83.424,40201.8,45431.7,41.5051,129.119,164.898
83.435,40197.7,45435.3,41.5,129.093,164.924
83.446,40193.6,45438.9,41.4948,129.066,164.951
83.457,40189.5,45442.5,41.4897,129.04,164.977
83.468,40185.5,45446.1,41.4845,129.014,165.003
83.479,40181.4,45449.7,41.4794,128.988,165.029
83.49,40177.3,45453.4,41.4742,128.961,165.056
83.501,40173.2,45457,41.4691,128.935,165.082
83.512,40169.1,45460.6,41.4639,128.909,165.108
83.523,40165,45464.2,41.4588,128.883,165.134
83.534,40160.9,45467.8,41.4536,128.856,165.161
83.545,40156.8,45471.4,41.4485,128.83,165.187
83.556,40152.8,45475,41.4433,128.804,165.213
83.567,40148.7,45478.6,41.4382,128.778,165.239
83.578,40144.6,45482.2,41.433,128.752,165.266
83.589,40140.5,45485.8,41.4279,128.725,165.292
83.6,40136.4,45489.4,41.4227,128.699,165.318
83.611,40132.3,45493.1,41.4176,128.673,165.344
83.622,40128.2,45496.7,41.4124,128.647,165.37
83.633,40124.2,45500.3,41.4073,128.621,165.397
83.644,40120.1,45503.9,41.4021,128.594,165.423
83.655,40116,45507.5,41.397,128.568,165.449
83.666,40111.9,45511.1,41.3918,128.542,165.475
83.677,40107.8,45514.7,41.3867,128.516,165.501
83.688,40103.7,45518.3,41.3816,128.49,165.527
83.699,40099.6,45521.9,41.3764,128.463,165.554
83.71,40095.6,45525.5,41.3713,128.437,165.58
83.721,40091.5,45529.1,41.3661,128.411,165.606
83.732,40087.4,45532.7,41.361,128.385,165.632
83.743,40083.3,45536.3,41.3559,128.359,165.658
83.754,40079.2,45539.8,41.3507,128.333,165.684
83.765,40075.1,45543.4,41.3456,128.306,165.711
83.776,40071,45547,41.3404,128.28,165.737
83.787,40067,45550.6,41.3353,128.254,165.763
83.798,40062.9,45554.2,41.3302,128.228,165.789
83.809,40058.8,45557.8,41.325,128.202,165.815
83.82,40054.7,45561.4,41.3199,128.176,165.841
83.831,40050.6,45565,41.3148,128.15,165.868
83.842,40046.5,45568.6,41.3096,128.123,165.894
83.853,40042.5,45572.2,41.3045,128.097,165.92
83.864,40038.4,45575.8,41.2994,128.071,165.946
83.875,40034.3,45579.4,41.2942,128.045,165.972
83.886,40030.2,45582.9,41.2891,128.019,165.998
83.897,40026.1,45586.5,41.284,127.993,166.024
83.908,40022,45590.1,41.2788,127.967,166.05
83.919,40018,45593.7,41.2737,127.941,166.077
83.93,40013.9,45597.3,41.2686,127.914,166.103
83.941,40009.8,45600.9,41.2634,127.888,166.129
83.952,40005.7,45604.4,41.2583,127.862,166.155
83.963,40001.6,45608,41.2532,127.836,166.181
83.974,39997.5,45611.6,41.248,127.81,166.207
83.985,39993.5,45615.2,41.2429,127.784,166.233
83.996,39989.4,45618.8,41.2378,127.758,166.259
84.007,39985.3,45622.3,41.2327,127.732,166.285
84.018,39981.2,45625.9,41.2275,127.706,166.311
84.029,39977.1,45629.5,41.2224,127.68,166.337
84.04,39973,45633.1,41.2173,127.654,166.364
84.051,39969,45636.6,41.2121,127.628,166.39
84.062,39964.9,45640.2,41.207,127.601,166.416
84.073,39960.8,45643.8,41.2019,127.575,166.442
84.084,39956.7,45647.4,41.1968,127.549,166.468
84.095,39952.6,45650.9,41.1916,127.523,166.494
84.106,39948.5,45654.5,41.1865,127.497,166.52
84.117,39944.5,45658.1,41.1814,127.471,166.546
84.128,39940.4,45661.7,41.1763,127.445,166.572
84.139,39936.3,45665.2,41.1712,127.419,166.598
84.15,39932.2,45668.8,41.166,127.393,166.624
84.161,39928.1,45672.4,41.1609,127.367,166.65
84.172,39924.1,45675.9,41.1558,127.341,166.676
84.183,39920,45679.5,41.1507,127.315,166.702
84.194,39915.9,45683.1,41.1456,127.289,166.728
84.205,39911.8,45686.6,41.1404,127.263,166.754
84.216,39907.7,45690.2,41.1353,127.237,166.78
84.227,39903.7,45693.8,41.1302,127.211,166.806
84.238,39899.6,45697.3,41.1251,127.185,166.832
84.249,39895.5,45700.9,41.12,127.159,166.858
84.26,39891.4,45704.4,41.1149,127.133,166.884
84.271,39887.3,45708,41.1097,127.107,166.91
84.282,39883.3,45711.6,41.1046,127.081,166.936
84.293,39879.2,45715.1,41.0995,127.055,166.962
84.304,39875.1,45718.7,41.0944,127.029,166.988
84.315,39871,45722.2,41.0893,127.003,167.014
84.326,39866.9,45725.8,41.0842,126.977,167.04
84.337,39862.9,45729.4,41.0791,126.951,167.066
84.348,39858.8,45732.9,41.074,126.925,167.092
84.359,39854.7,45736.5,41.0688,126.899,167.118
84.37,39850.6,45740,41.0637,126.873,167.144
84.381,39846.5,45743.6,41.0586,126.847,167.17
84.392,39842.5,45747.1,41.0535,126.821,167.196
84.403,39838.4,45750.7,41.0484,126.795,167.222
84.414,39834.3,45754.2,41.0433,126.769,167.248
84.425,39830.2,45757.8,41.0382,126.743,167.274
84.436,39826.1,45761.3,41.0331,126.717,167.3
84.447,39822.1,45764.9,41.028,126.691,167.326
84.458,39818,45768.4,41.0229,126.665,167.352
84.469,39813.9,45772,41.0178,126.639,167.378
84.48,39809.8,45775.5,41.0127,126.613,167.404
84.491,39805.7,45779.1,41.0076,126.587,167.43
84.502,39801.7,45782.6,41.0024,126.561,167.456
84.513,39797.6,45786.2,40.9973,126.535,167.482
84.524,39793.5,45789.7,40.9922,126.51,167.508
84.535,39789.4,45793.3,40.9871,126.484,167.534
84.546,39785.4,45796.8,40.982,126.458,167.559
84.557,39781.3,45800.3,40.9769,126.432,167.585
84.568,39777.2,45803.9,40.9718,126.406,167.611
84.579,39773.1,45807.4,40.9667,126.38,167.637
84.59,39769,45811,40.9616,126.354,167.663
84.601,39765,45814.5,40.9565,126.328,167.689
84.612,39760.9,45818,40.9514,126.302,167.715
84.623,39756.8,45821.6,40.9463,126.276,167.741
84.634,39752.7,45825.1,40.9412,126.25,167.767
84.645,39748.7,45828.7,40.9361,126.224,167.793
84.656,39744.6,45832.2,40.931,126.199,167.819
84.667,39740.5,45835.7,40.926,126.173,167.844
84.678,39736.4,45839.3,40.9209,126.147,167.87
84.689,39732.4,45842.8,40.9158,126.121,167.896
84.7,39728.3,45846.3,40.9107,126.095,167.922
84.711,39724.2,45849.9,40.9056,126.069,167.948
84.722,39720.1,45853.4,40.9005,126.043,167.974
84.733,39716,45856.9,40.8954,126.017,168
84.744,39712,45860.5,40.8903,125.992,168.026
84.755,39707.9,45864,40.8852,125.966,168.051
84.766,39703.8,45867.5,40.8801,125.94,168.077
84.777,39699.7,45871,40.875,125.914,168.103
84.788,39695.7,45874.6,40.8699,125.888,168.129
84.799,39691.6,45878.1,40.8648,125.862,168.155
84.81,39687.5,45881.6,40.8597,125.836,168.181
84.821,39683.4,45885.1,40.8547,125.811,168.206
84.832,39679.4,45888.7,40.8496,125.785,168.232
84.843,39675.3,45892.2,40.8445,125.759,168.258
84.854,39671.2,45895.7,40.8394,125.733,168.284
84.865,39667.1,45899.2,40.8343,125.707,168.31
84.876,39663.1,45902.8,40.8292,125.681,168.336
84.887,39659,45906.3,40.8241,125.656,168.361
84.898,39654.9,45909.8,40.8191,125.63,168.387
84.909,39650.8,45913.3,40.814,125.604,168.413
84.92,39646.8,45916.8,40.8089,125.578,168.439
84.931,39642.7,45920.3,40.8038,125.552,168.465
84.942,39638.6,45923.9,40.7987,125.527,168.491
84.953,39634.5,45927.4,40.7936,125.501,168.516
84.964,39630.5,45930.9,40.7886,125.475,168.542
84.975,39626.4,45934.4,40.7835,125.449,168.568
84.986,39622.3,45937.9,40.7784,125.423,168.594
84.997,39618.3,45941.4,40.7733,125.398,168.62
85.008,39614.2,45944.9,40.7682,125.372,168.645
85.019,39610.1,45948.5,40.7631,125.346,168.671
85.03,39606,45952,40.7581,125.32,168.697
85.041,39602,45955.5,40.753,125.294,168.723
85.052,39597.9,45959,40.7479,125.269,168.748
85.063,39593.8,45962.5,40.7428,125.243,168.774
85.074,39589.7,45966,40.7378,125.217,168.8
85.085,39585.7,45969.5,40.7327,125.191,168.826
85.096,39581.6,45973,40.7276,125.166,168.851
85.107,39577.5,45976.5,40.7225,125.14,168.877
85.118,39573.4,45980,40.7175,125.114,168.903
85.129,39569.4,45983.5,40.7124,125.088,168.929
85.14,39565.3,45987,40.7073,125.063,168.954
85.151,39561.2,45990.5,40.7022,125.037,168.98
85.162,39557.2,45994,40.6972,125.011,169.006
85.173,39553.1,45997.6,40.6921,124.985,169.032
85.184,39549,46001.1,40.687,124.96,169.057
85.195,39544.9,46004.6,40.6819,124.934,169.083
85.206,39540.9,46008.1,40.6769,124.908,169.109
85.217,39536.8,46011.5,40.6718,124.883,169.135
85.228,39532.7,46015,40.6667,124.857,169.16
85.239,39528.7,46018.5,40.6617,124.831,169.186
85.25,39524.6,46022,40.6566,124.805,169.212
85.261,39520.5,46025.5,40.6515,124.78,169.237
85.272,39516.4,46029,40.6465,124.754,169.263
85.283,39512.4,46032.5,40.6414,124.728,169.289
85.294,39508.3,46036,40.6363,124.703,169.315
85.305,39504.2,46039.5,40.6313,124.677,169.34
85.316,39500.2,46043,40.6262,124.651,169.366
85.327,39496.1,46046.5,40.6211,124.626,169.392
85.338,39492,46050,40.6161,124.6,169.417
85.349,39488,46053.5,40.611,124.574,169.443
85.36,39483.9,46057,40.6059,124.548,169.469
85.371,39479.8,46060.5,40.6009,124.523,169.494
85.382,39475.7,46063.9,40.5958,124.497,169.52
85.393,39471.7,46067.4,40.5908,124.471,169.546
85.404,39467.6,46070.9,40.5857,124.446,169.571
85.415,39463.5,46074.4,40.5806,124.42,169.597
85.426,39459.5,46077.9,40.5756,124.394,169.623
85.437,39455.4,46081.4,40.5705,124.369,169.648
85.448,39451.3,46084.9,40.5655,124.343,169.674
85.459,39447.3,46088.3,40.5604,124.318,169.7
85.47,39443.2,46091.8,40.5553,124.292,169.725
85.481,39439.1,46095.3,40.5503,124.266,169.751
85.492,39435.1,46098.8,40.5452,124.241,169.777
85.503,39431,46102.3,40.5402,124.215,169.802
85.514,39426.9,46105.7,40.5351,124.189,169.828
85.525,39422.8,46109.2,40.5301,124.164,169.853
85.536,39418.8,46112.7,40.525,124.138,169.879
85.547,39414.7,46116.2,40.5199,124.112,169.905
85.558,39410.6,46119.7,40.5149,124.087,169.93
85.569,39406.6,46123.1,40.5098,124.061,169.956
85.58,39402.5,46126.6,40.5048,124.036,169.982
85.591,39398.4,46130.1,40.4997,124.01,170.007
85.602,39394.4,46133.6,40.4947,123.984,170.033
85.613,39390.3,46137,40.4896,123.959,170.058
85.624,39386.2,46140.5,40.4846,123.933,170.084
85.635,39382.2,46144,40.4795,123.908,170.11
85.646,39378.1,46147.4,40.4745,123.882,170.135
85.657,39374,46150.9,40.4694,123.856,170.161
85.668,39370,46154.4,40.4644,123.831,170.186
85.679,39365.9,46157.8,40.4593,123.805,170.212
85.69,39361.8,46161.3,40.4543,123.78,170.237
85.701,39357.8,46164.8,40.4492,123.754,170.263
85.712,39353.7,46168.3,40.4442,123.729,170.289
85.723,39349.6,46171.7,40.4391,123.703,170.314
85.734,39345.6,46175.2,40.4341,123.677,170.34
85.745,39341.5,46178.6,40.4291,123.652,170.365
85.756,39337.4,46182.1,40.424,123.626,170.391
85.767,39333.4,46185.6,40.419,123.601,170.416
85.778,39329.3,46189,40.4139,123.575,170.442
85.789,39325.2,46192.5,40.4089,123.55,170.467
85.8,39321.2,46196,40.4038,123.524,170.493
85.811,39317.1,46199.4,40.3988,123.499,170.519
85.822,39313,46202.9,40.3938,123.473,170.544
85.833,39309,46206.3,40.3887,123.447,170.57
85.844,39304.9,46209.8,40.3837,123.422,170.595
85.855,39300.9,46213.3,40.3786,123.396,170.621
85.866,39296.8,46216.7,40.3736,123.371,170.646
85.877,39292.7,46220.2,40.3686,123.345,170.672
85.888,39288.7,46223.6,40.3635,123.32,170.697
85.899,39284.6,46227.1,40.3585,123.294,170.723
85.91,39280.5,46230.5,40.3534,123.269,170.748
85.921,39276.5,46234,40.3484,123.243,170.774
85.932,39272.4,46237.4,40.3434,123.218,170.799
85.943,39268.3,46240.9,40.3383,123.192,170.825
85.954,39264.3,46244.3,40.3333,123.167,170.85
85.965,39260.2,46247.8,40.3283,123.141,170.876
85.976,39256.1,46251.2,40.3232,123.116,170.901
85.987,39252.1,46254.7,40.3182,123.09,170.927
85.998,39248,46258.1,40.3132,123.065,170.952
86.009,39244,46261.6,40.3081,123.039,170.978
86.02,39239.9,46265,40.3031,123.014,171.003
86.031,39235.8,46268.5,40.2981,122.988,171.029
86.042,39231.8,46271.9,40.293,122.963,171.054
86.053,39227.7,46275.4,40.288,122.938,171.08
86.064,39223.6,46278.8,40.283,122.912,171.105
